,Google Trend
2015-06-20,16.66
2015-06-21,12.112
2015-06-22,26.908
2015-06-23,25.22
2015-06-24,30.0
2015-06-25,52.18
2015-06-26,28.452
2015-06-27,20.792
2015-06-28,12.52
2015-06-29,39.16
2015-06-30,14.604
2015-07-01,22.608
2015-07-02,32.42
2015-07-03,15.536
2015-07-04,15.348
2015-07-05,15.256
2015-07-06,22.468
2015-07-07,37.816
2015-07-08,20.208
2015-07-09,40.128
2015-07-10,19.152
2015-07-11,10.212
2015-07-12,0.0
2015-07-13,14.176
2015-07-14,23.688
2015-07-15,37.744
2015-07-16,31.192
2015-07-17,29.224
2015-07-18,29.692
2015-07-19,19.396
2015-07-20,19.988
2015-07-21,36.656
2015-07-22,22.796
2015-07-23,27.644
2015-07-24,17.048
2015-07-25,11.856
2015-07-26,22.68
2015-07-27,29.288
2015-07-28,18.084
2015-07-29,22.852
2015-07-30,42.072
2015-07-31,15.924
2015-08-01,24.08
2015-08-02,23.592
2015-08-03,25.508
2015-08-04,21.996
2015-08-05,28.528
2015-08-06,30.08
2015-08-07,29.752
2015-08-08,21.5
2015-08-09,23.008
2015-08-10,34.94
2015-08-11,26.004
2015-08-12,30.336
2015-08-13,35.812
2015-08-14,28.596
2015-08-15,13.024
2015-08-16,12.636
2015-08-17,40.952
2015-08-18,36.248
2015-08-19,27.316
2015-08-20,23.28
2015-08-21,43.564
2015-08-22,35.564
2015-08-23,10.572
2015-08-24,50.02
2015-08-25,27.696
2015-08-26,31.512
2015-08-27,48.764
2015-08-28,36.216
2015-08-29,29.428
2015-08-30,7.932
2015-08-31,28.332
2015-09-01,28.464
2015-09-02,26.356
2015-09-03,25.348
2015-09-04,41.436
2015-09-05,9.232
2015-09-06,21.308
2015-09-07,29.588
2015-09-08,31.432
2015-09-09,43.452
2015-09-10,25.032
2015-09-11,18.276
2015-09-12,28.504
2015-09-13,12.812
2015-09-14,24.26
2015-09-15,30.276
2015-09-16,43.668
2015-09-17,26.48
2015-09-18,24.392
2015-09-19,12.384
2015-09-20,32.304
2015-09-21,25.972
2015-09-22,28.824
2015-09-23,32.684
2015-09-24,33.524
2015-09-25,23.948
2015-09-26,19.112
2015-09-27,18.516
2015-09-28,32.448
2015-09-29,26.456
2015-09-30,31.168
2015-10-01,33.36
2015-10-02,24.62
2015-10-03,26.528
2015-10-04,25.732
2015-10-05,44.076
2015-10-06,29.248
2015-10-07,36.732
2015-10-08,36.14
2015-10-09,37.48
2015-10-10,20.012
2015-10-11,25.028
2015-10-12,61.76
2015-10-13,40.376
2015-10-14,36.508
2015-10-15,48.756
2015-10-16,24.964
2015-10-17,22.052
2015-10-18,30.804
2015-10-19,50.028
2015-10-20,31.008
2015-10-21,44.312
2015-10-22,25.944
2015-10-23,41.324
2015-10-24,29.008
2015-10-25,31.12
2015-10-26,36.364
2015-10-27,35.944
2015-10-28,32.448
2015-10-29,14.168
2015-10-30,29.784
2015-10-31,22.66
2015-11-01,22.204
2015-11-02,27.144
2015-11-03,23.128
2015-11-04,19.232
2015-11-05,30.584
2015-11-06,24.932
2015-11-07,52.092
2015-11-08,32.32
2015-11-09,31.068
2015-11-10,41.6
2015-11-11,38.82
2015-11-12,25.896
2015-11-13,19.92
2015-11-14,15.728
2015-11-15,27.644
2015-11-16,31.924
2015-11-17,31.548
2015-11-18,25.668
2015-11-19,19.264
2015-11-20,29.668
2015-11-21,20.304
2015-11-22,4.684
2015-11-23,26.596
2015-11-24,26.856
2015-11-25,27.768
2015-11-26,14.608
2015-11-27,28.228
2015-11-28,25.236
2015-11-29,14.244
2015-11-30,44.38
2015-12-01,34.804
2015-12-02,27.692
2015-12-03,13.076
2015-12-04,30.812
2015-12-05,14.86
2015-12-06,27.632
2015-12-07,20.92
2015-12-08,23.124
2015-12-09,26.608
2015-12-10,20.768
2015-12-11,16.884
2015-12-12,19.928
2015-12-13,29.272
2015-12-14,29.804
2015-12-15,29.032
2015-12-16,35.592
2015-12-17,21.416
2015-12-18,44.412
2015-12-19,32.968
2015-12-20,31.308
2015-12-21,32.764
2015-12-22,74.16
2015-12-23,52.336
2015-12-24,24.956
2015-12-25,20.24
2015-12-26,39.608
2015-12-27,42.148
2015-12-28,83.644
2015-12-29,32.964
2015-12-30,41.096
2015-12-31,26.1
2016-01-01,35.624
2016-01-02,51.208
2016-01-03,28.008
2016-01-04,35.848
2016-01-05,27.076
2016-01-06,40.504
2016-01-07,47.444
2016-01-08,25.568
2016-01-09,16.82
2016-01-10,15.688
2016-01-11,48.052
2016-01-12,26.692
2016-01-13,36.884
2016-01-14,19.184
2016-01-15,30.492
2016-01-16,28.416
2016-01-17,25.596
2016-01-18,23.82
2016-01-19,24.576
2016-01-20,38.096
2016-01-21,21.796
2016-01-22,29.088
2016-01-23,25.156
2016-01-24,16.364
2016-01-25,31.724
2016-01-26,37.132
2016-01-27,42.844
2016-01-28,21.756
2016-01-29,35.264
2016-01-30,26.28
2016-01-31,36.54
2016-02-01,17.932
2016-02-02,20.576
2016-02-03,41.54
2016-02-04,32.996
2016-02-05,20.968
2016-02-06,17.908
2016-02-07,21.848
2016-02-08,51.864
2016-02-09,27.588
2016-02-10,36.916
2016-02-11,21.164
2016-02-12,37.648
2016-02-13,19.416
2016-02-14,8.632
2016-02-15,16.004
2016-02-16,24.512
2016-02-17,32.264
2016-02-18,16.944
2016-02-19,25.7
2016-02-20,33.24
2016-02-21,17.976
2016-02-22,19.028
2016-02-23,22.508
2016-02-24,25.876
2016-02-25,20.464
2016-02-26,28.864
2016-02-27,9.772
2016-02-28,10.136
2016-02-29,25.508
2016-03-01,26.404
2016-03-02,33.228
2016-03-03,22.376
2016-03-04,16.972
2016-03-05,21.54
2016-03-06,10.644
2016-03-07,21.74
2016-03-08,25.996
2016-03-09,27.924
2016-03-10,36.096
2016-03-11,22.008
2016-03-12,18.492
2016-03-13,18.608
2016-03-14,16.204
2016-03-15,39.72
2016-03-16,28.892
2016-03-17,24.524
2016-03-18,28.496
2016-03-19,18.828
2016-03-20,16.124
2016-03-21,16.632
2016-03-22,25.888
2016-03-23,19.36
2016-03-24,22.24
2016-03-25,19.9
2016-03-26,14.036
2016-03-27,14.612
2016-03-28,16.54
2016-03-29,22.408
2016-03-30,6.06
2016-03-31,17.964
2016-04-01,20.86
2016-04-02,12.056
2016-04-03,13.052
2016-04-04,23.432
2016-04-05,13.592
2016-04-06,19.096
2016-04-07,24.576
2016-04-08,29.116
2016-04-09,15.364
2016-04-10,21.892
2016-04-11,18.172
2016-04-12,19.512
2016-04-13,22.896
2016-04-14,18.176
2016-04-15,11.1
2016-04-16,9.152
2016-04-17,14.928
2016-04-18,19.788
2016-04-19,21.884
2016-04-20,18.82
2016-04-21,30.444
2016-04-22,11.668
2016-04-23,13.94
2016-04-24,13.908
2016-04-25,13.024
2016-04-26,15.496
2016-04-27,17.484
2016-04-28,17.848
2016-04-29,13.508
2016-04-30,23.364
2016-05-01,17.984
2016-05-02,5.716
2016-05-03,10.984
2016-05-04,9.716
2016-05-05,9.524
2016-05-06,14.324
2016-05-07,13.36
2016-05-08,6.62
2016-05-09,14.188
2016-05-10,14.176
2016-05-11,12.664
2016-05-12,20.824
2016-05-13,14.892
2016-05-14,5.944
2016-05-15,13.26
2016-05-16,18.444
2016-05-17,8.996
2016-05-18,3.28
2016-05-19,13.968
2016-05-20,15.472
2016-05-21,10.616
2016-05-22,3.608
2016-05-23,11.216
2016-05-24,20.876
2016-05-25,20.136
2016-05-26,19.964
2016-05-27,10.94
2016-05-28,5.508
2016-05-29,5.836
2016-05-30,13.112
2016-05-31,10.08
2016-06-01,8.896
2016-06-02,4.472
2016-06-03,15.812
2016-06-04,9.368
2016-06-05,6.276
2016-06-06,12.684
2016-06-07,8.616
2016-06-08,11.528
2016-06-09,14.128
2016-06-10,5.076
2016-06-11,5.108
2016-06-12,8.372
2016-06-13,8.92
2016-06-14,14.336
2016-06-15,10.724
2016-06-16,17.892
2016-06-17,7.32
2016-06-18,7.688
2016-06-19,4.768
2016-06-20,9.36
2016-06-21,10.616
2016-06-22,13.48
2016-06-23,16.0
2016-06-24,3.344
2016-06-25,5.912
2016-06-26,4.34
2016-06-27,9.948
2016-06-28,2.58
2016-06-29,9.46
2016-06-30,7.456
2016-07-01,8.144
2016-07-02,9.32
2016-07-03,8.016
2016-07-04,6.54
2016-07-05,6.648
2016-07-06,10.48
2016-07-07,8.352
2016-07-08,3.812
2016-07-09,5.112
2016-07-10,2.316
2016-07-11,4.32
2016-07-12,12.24
2016-07-13,7.896
2016-07-14,7.012
2016-07-15,8.368
2016-07-16,5.12
2016-07-17,3.564
2016-07-18,8.248
2016-07-19,10.268
2016-07-20,6.336
2016-07-21,17.604
2016-07-22,17.46
2016-07-23,4.86
2016-07-24,5.248
2016-07-25,10.784
2016-07-26,5.684
2016-07-27,6.196
2016-07-28,7.744
2016-07-29,6.636
2016-07-30,4.992
2016-07-31,4.42
2016-08-01,9.668
2016-08-02,5.048
2016-08-03,12.004
2016-08-04,4.812
2016-08-05,6.328
2016-08-06,3.908
2016-08-07,2.028
2016-08-08,5.044
2016-08-09,2.936
2016-08-10,2.308
2016-08-11,4.964
2016-08-12,5.756
2016-08-13,4.972
2016-08-14,5.996
2016-08-15,4.056
2016-08-16,6.188
2016-08-17,5.976
2016-08-18,6.78
2016-08-19,3.648
2016-08-20,1.248
2016-08-21,6.772
2016-08-22,5.212
2016-08-23,7.144
2016-08-24,6.404
2016-08-25,5.032
2016-08-26,6.32
2016-08-27,3.664
2016-08-28,4.04
2016-08-29,4.752
2016-08-30,4.288
2016-08-31,4.956
2016-09-01,5.316
2016-09-02,5.16
2016-09-03,3.196
2016-09-04,1.732
2016-09-05,3.452
2016-09-06,100.0
2016-09-07,22.756
2016-09-08,12.364
2016-09-09,8.612
2016-09-10,3.804
2016-09-11,3.308
2016-09-12,7.752
2016-09-13,6.896
2016-09-14,9.804
2016-09-15,7.676
2016-09-16,5.012
2016-09-17,4.864
2016-09-18,8.748
2016-09-19,4.672
2016-09-20,6.924
2016-09-21,6.272
2016-09-22,7.244
2016-09-23,7.528
2016-09-24,3.456
2016-09-25,5.748
2016-09-26,9.34
2016-09-27,5.064
2016-09-28,6.22
2016-09-29,7.096
2016-09-30,5.332
2016-10-01,6.664
2016-10-02,4.524
2016-10-03,9.04
2016-10-04,8.244
2016-10-05,6.736
2016-10-06,8.06
2016-10-07,8.592
2016-10-08,4.012
2016-10-09,1.048
2016-10-10,8.152
2016-10-11,6.184
2016-10-12,7.572
2016-10-13,10.492
2016-10-14,12.556
2016-10-15,5.724
2016-10-16,7.132
2016-10-17,8.532
2016-10-18,10.804
